Other Categories,Link,Reviewer,Rating,Title,Review
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5eb194c525e5d20a888d591d,DM Tommo,1 star: Bad,Just don’t.,"My moms info got stolen directly after using insta cart, which has never happened to her like this before. I don’t trust them, mainly based on this, and their taxing/pricing system sucks."
Shopper Issues;Pricing;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5eb0c8f125e5d20a888cb8aa,Louise Boyles,1 star: Bad,Extremely BAD Service,"Today, May 4, 2020 I ordered groceries for delivery through my local stores web site. I have been told by the store that they have nothing to do with the delivery orders. The orders go through Instacart with their own shoppers and delivery workers. Well I certainly got the short end of the stick today when my groceries were delivered, They don't provide you with a paper showing what groceries are out of stock nor do they supply you with a receipt. I got told I would get a receipt by email. I ordered 67 items and got 55 items (with 2 wrong items and 1 missing {but charged for} item). I ordered 2 jars of heinz turkey gravy for dinner and got 2 jars of heinz CHICKEN gravy. I don't put chicken gravy on my turkey and they are 2 different types of fowl. I ordered a 36ct frozen Rhodes rolls (allowed substitute--thinking they would go for store brand of same item) but received 2-12ct Rhodes DINNER rolls at $5.00 each. It seems to me that those who shopped for me and delivered have NO COMMON SENSE regarding substitutions! Since I ordered on the store website and not through Instacart they tell me there's nothing they (Instacart) can do about my order but apologize!!! As you can tell I'm not happy about the situation and if I could give them NEGATIVE Stars I would!!"
Customer Service;Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5eb06c2b25e5d209b8e1dabf,Lexi Allen,1 star: Bad,Instacart is a horrible service!,Instacart is a horrible service!! So we are told we would receive great express delivery through these people and don't!! I have made 2 orders within the past two weeks and nothing ever came.. I'm so frustrated to have to wait for a refund because of their mistake!! I ordered from kroger in West Memphis Arkansas..most horrible experience!! I don't recommend
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5eb0313525e5d209b8e198a9,Carol,1 star: Bad,Will never use them again,Wish I would have read these reviews before I placed my order with Instacart!  They lured me in with “free delivery” for my first time use if I spent over $35. Well I did spend over that and they still charged me for delivery. I chatted with support and they said because there was no way to prove I was supposed to get free delivery they could not remove the charge. And then they charged my card an additional $10 in case I wanted to order more things. What? And I have to wait 3-5 business days to get that back. BUT if I wanted to save delivery fees I could pay $99 for a year worth of free delivery. Um that’s a hard no from me. This was a one time use for me!  Just received my delivery and the main item I originally wanted which showed was in stock was not. So the extra things I added to meet the $35 I got and really didn’t need right now. So frustrating!  I am removing that useless app from my phone!
Customer Service;Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5eaf94cc086b6409bc949c84,G.P,1 star: Bad,NEVER USE THEM AGAIN!,"Just a month, I am so done with this service, it needs to go away!!! It's horrible and totally waste my time!!! Almost all the orders had issues, i.e. always shopped the wrong groceries; lost the ""shopped"" items very often, and received the order that belong to someone! Besides, it will take lots of work to report the issues and figure out the bills (it will split in many ). Also you will have to monitor the refund, they could miss it too!!! NEVER USE THEM AGAIN!"
Cancellation;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5eaf5e3a086b640954470e93,Raju Seetharaman,1 star: Bad,Never received order but charged,"Today we were expecting a delivery. The delivery person reported that he was in the lobby and coming up to the apartment but he never made it to the apartment. The order was marked delivered. We went around the apartment block and looked for him or abandoned grocery. We did not find anything. We tried to get support over chat. We did not get anywhere. We neither got our money back nor the grocery. Wasted a lot of time in ordering, tracking and trying to resolve. Not sure what else to do. Very bad experience :-("
Cancellation;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5eaf3020086b6409bc948542,Alyssa Ballard,1 star: Bad,Terrible experience and even worse…,"Terrible experience and even worse customer service. Arrived at store for pickup and told items could not be brought to me. Service rep told me items would be delivered free of charge to my home (great!) except a second shopper later canceled the entire order. Instacart told her it was a glitch on their system and now they will not deliver. My items are now sitting in a cooler and nobody can tell me whether I will be able to retrieve them. Their explanation was that the items would be returned to the shelves and I could place the entire order again except there is no pickup or delivery window available. Due to medical issues, we are unable to risk exposure at a grocery store right now. I understand issues arise (especially right now) but they do not stand by their service at all."
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5eadb483086b6409544650be,B B,1 star: Bad,First and only time using IC,"First and only time using IC.  Charged for items not received and unable to contact them via email or phone.  Received a email survey review and posted the problem and a month later still no response.  I filed a dispute on the overcharged amount only and IC is not responding to the credit card company either.  Shopper also used store logo bags that I was charged for and did not need ---in my area there is a ban on using the recycle bags now.  The delivery person and his car reeked of cigarette smoke, wore no mask or gloves, glad the groceries were in his trunk............but there should be a better screening policy."
Customer Service;Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ead6c90086b640954461ae4,Susan,1 star: Bad,Don’t use instacart,"I tried Instacart for the first time. I did NOT get free delivery, several of my items were not delivered even tho the shopper texted me a photo of a suggested substitution and I texted back that I approved.  Some items were substituted differently than what was suggested and approved. (Example, I asked for regular salted stick butter. I got creamed butter with canola oil even though the shopper sent me a photo of salted stick butter. ). The worst part of the experience was that when I complained about what I did not receive or what was wrongly substituted, I got no refund. Only a CREDIT on my next order. I will never use instacart again."
Customer Service;Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ead027b086b64095445d245,RL,1 star: Bad,I ordered from Safeway through…,I ordered from Safeway through Instacart. Next day Instacart delivered all incorrect items then I asked the delivery man to take the items back to Safeway. You know what he said to me? This delivery man said he was no longer responsible after dropping off the items. Then I received an email from Michael at Instacart Care. He asked me to personally go to Safeway and asked for an exchange or refund!! DO NOT ORDER ANYTHING FROM INSTACART. THEY ARE ABSOLUTELY IRRESPONSIBLE AND UNPROFESSIONAL.
Customer Service;Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5eacb236086b64095445c2f1,Michael,1 star: Bad,Instacart for Wegman will bring you everything except what you order!,"We used Instacart for Wegmens and could not believe the order we received.  At first we thought it was someone else's order - but actually it was our order by 1 in every 2-3 items was incorrect.  They were not alternative, just completely not what we ordered. We tried to call for a refund but got a message that they were not taking phone calls.  So we scanned our receipt, emailed it for a refund - and never got any response.  DON'T USE THEM!"
Customer Service;Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5eac932e086b64095445b6b5,Lisa Koo,1 star: Bad,Instacart steal money from customers,They said they would refund money for missing items in 10 business days. I waited for 10 business days but they didn’t send my money back. Now they cannot refund money because it’s been more than 2 weeks since delivery. Haha... I cannot believe they just took my money like that.
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5eac8bb8086b64095445b259,Stacey Lynn Cogswell,1 star: Bad,THEY KEEP TAKING MY MONEY AND I DON'T…,THEY KEEP TAKING MY MONEY AND I DON'T USE THEM YET THEY'RE DUMB AND KEEP TAKING $9.99 MONTHLY AND IT'S THE SAME MONTH AND I'M DONE . DID IT AGAIN I'M TAKING YOUR DUMB ASSES TO COURT . YOUR STEALING MY MONEY.. And it's now ending
Delivery Issues;Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5eac6729086b6409bc931a94,Jenn Burgess,1 star: Bad,Just got my groceries and some were…,Just got my groceries and some were perishable goods such as eggs and meat. When I did receive my groceries all of my items were hot to the touch and the frosting off of a cake melted and it looked like it was thrown into a bag with no care. I think the driver drove around with my groceries in S Fla heat to get it as hot as all of them were. The delivery was late and the driver never communicated with me about substitutions and went straight to refunds ignoring what I wanted. I had ok experience before but today was the WORST. I now may have to reshop because I cant take a risk on the eggs and breakfast meat I bought for the risk of salmonella. I understand that Instacart has been busy but this was careless and unacceptable.
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5eac3542086b6409bc92dd79,Margaret Fenerty,1 star: Bad,BUYER BEWARE - INSTACART IS A VERY EXPENSIVE WAY TO SHOP!!!,"Instacart charged me a lot more than the store prices for every item I ordered from Wegmans, Costco and Fresh Market.  For example, from Costco, I ordered paper towels and the Costco store receipt was $20.99 for this item (that's what Instacart paid) but Instacart charged me $25.69.   The Costco store receipt total for all items I ordered was $198.10, but Instacart charged me $227.30, plus tax, a delivery fee, tip and a service fee.  I reported this up charge as a problem and I received an explanation from Instacart that tried to put the blame on Costco.  I am not buying Instacart's explanation  - the store receipt speaks for itself.  Apparently part of the cover up is to withhold the store receipt from customers so customers don't see how much of an up charge Instacart keeps.  So I am done with Instacart.  I will never use them again.  Buyer beware - INSTACART IS A REALLY EXPENSIVE WAY TO SHOP!!!"
Customer Service;Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5eabcc06086b64095444e32d,M,1 star: Bad,Never again...,"Terrible customer service system. It took me four tries to have a full conversation with an agent. The first three times, their system would end the chat while the agent ""looked into"" the issue. I am truly sympathetic to the Customer Service world, but this was the worst experience. Most customers know that prices are inflated on Instacart; however, please be aware that if you choose ""1 pound"" of oranges let's say, you could receive ONE orange, yet still be charged for a full pound. Also, the shopper can make random, cheaper replacements WITHOUT your approval, yet you're still charged for the original price (for instance, I ordered a full gallon of milk from a specific brand, yet ended up with half a gallon from a whole different brand. The shopper didn't even request approval to swap). PLEASE review your items and make sure you got exactly what you asked for (or the approved swaps).There's a lot of funky math and plain robbery going on at Instacart. I understand that these are chaotic times, but Instacart really needs to reevaluate its model. They also need to revamp their CX system and retrain their agents and shoppers. Although convenient, I won't be using Instacart again for the foreseeable future.You're better off taking the risk of going to the supermarket; at least then you can be sure that you're paying what you truly owe."
Shopper Issues;Pricing;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5eab70ab086b6409bc924ec8,Unhappy customer,1 star: Bad,Initially it was good but now the…,Initially it was good but now the delivery people are stealing from me. They just blatantly open boxes and take stuff out then deliver it to you as if nothing is wrong. I’ve also had entire items charged to me and they didn’t arrive with my order. Watch your orders very closely. Would be better if you could just tip after you know if the delivery person is a thief. Some are good but most are not.
Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5eab6732086b6409bc924cab,Jacob Toma,1 star: Bad,Nothing but a bunch of theives,Nothing but a bunch of theives. use anyone but not this company. they steal your money and refuse to give it back to you. they say it was a mistake but they refuse to fix it.  this business will go down soon because they don't do legit business. they need to be investigated for theft.
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5eab625d086b6409bc924b83,Chanice Wood,1 star: Bad,STOLEN MONEY - BEWARE SHOPPERS,"A Friend of mine had her money stolen. A shopper, who claimed to purchase over $200 worth of groceries from Costco, and also claimed they needed an extra $100 for the grocery purchase (a loss total of $300) actually didn't deliver a single item. Normally, if the delivery driver was a scammer, someone would report their loss to the company and the company would reverse the charges and investigate. Instead, the company was adamant that they ""only hire the best"". They stood by their driver. Who delivered nothing, and stole $300. Their profile is still openTHIS PERSON COULD BE MATCHED AS YOUR DRIVER. Do not use Instacart! Keep your money, use another service."
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5eab1aad086b6409bc921e56,Lauren,1 star: Bad,Not worth the hassle,"Not impressed whatsoever. I was going to set up this service for my mother. I put in her ZIP code. Everything appeared to be fine. I spent a long time selecting items for her cart and was ready to check out. I was then prompted to enter her street address, which I did. I received a message saying delivery was not possible to this address. Not sure who designed this site, but it's backward. You should have to input the address before adding items to the cart. All I did was waste a bunch of time. Would not recommend and will never use again."
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5eaa0242086b64095443c625,Andrew Bunkman,1 star: Bad,had a shopper today basically steal 50…,had a shopper today basically steal 50 bucks worth of groceries. Thank god we caught it. She had tons of stuff we did not order and never got but charged for it. She basically stole it from us. I have used services many times with pretty good luck but today was the worst and will never use this service ever again.
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5ea9f369086b64095443bf4f,Jenny R,1 star: Bad,I got charged $450 for $308 dollars…,I got charged $450 for $308 dollars worth of groceries (I have the receipt). I have been having a terrible time trying to get customer service. I got charged $45 for 2 red peppers! And charged for many items marked as found but not delivered to me or included in the receipt accompanying my groceries.
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5ea9c1df086b6409bc911af9,Leslie,1 star: Bad,CHECK YOUR RECEIPT! THEY OVERCHARGE YOU AND THEN POCKET THE DIFFERENCE!!,"Instart lists higher prices in their app and online to purchase items.  They notify you that may happen.  Which is fine, since they don't have sales or lower prices from each story on a daily basis.  What they DON'T DO, is refund you the difference of that actual cost is.  I was charged $87.95 for my groceries and when I got my receipt the total was $69.77.  They told me to refer to the ""info"" section under each store and would not refund me the difference.  I did check the ""info section"" and that only says prices MAY be higher.  It does not say they will not honor what the actual receipt is and keep the additional money, nor is it in any terms that any customer agrees to. It took about 15 emails getting the run around and then a phone call to get them to say, yes I do see the problem and refund me the difference.   IT IS A COMMON THEFT PROBLEM ON THEIR PART.All this on top of the numerous issues with what I ordered."
Cancellation;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5ea9877d086b6409bc90d7b1,J Andersson - USA,1 star: Bad,I preface this by saying I have…,"I preface this by saying I have received several very nice orders from their drivers and I gave them big tips ($25 and up just for the tip) because that's how great they did. Good communication and good substitutions etc. The drivers I've dealt with have all been fantastic. That is not the problem. The problem is the COMPANY itself. One of my orders never arrived at all, yet I was charged. It was a 30 item order so pretty large, and the shopper refunded 29 of the items (either to not have to shop as much and keep the delivery fee and tip or because he really couldn't find 29 of the items...) but the point is nothing ever came, although the update came through that the delivery was complete. I've been home all the time as we all have and nobody showed up. So, I contacted Instacart's customer service and explained the situation. No reply. I sent reminders. No reply. I then disputed the charge with my cc company (small amount - less than $15 since it was just the one item that was ""delivered""). I've placed a few orders since the dispute and one arrived a few days ago - no issues at all. I had another order planned for today, but woke up this morning to a message in my email about my dispute and another email to say my pending order was canceled but no to worry, because I could ""re-order with one click"". I tried logging in and resetting my password but nothing worked. Then I tried logging in using my Apple ID to gain access to my account and then I received the message my account had been canceled. So, because I disputed a less than $15 charge with them for NON delivery (so we don't call it pure theft on their or their driver's behalf), they feel they should cancel my account? Unbelievably unprofessional and poor service. Hey IC, anybody can be a middle man and pay someone to shop for them. You App is pretty nice, but your company is a joke. I hope the drivers find other jobs for more respectable companies. I for one will never use IC ever again. Good riddance."
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5ea91005086b6409bc906650,Nadia,1 star: Bad,DO. NOT. USE . Instacart !,"It was THE worse experience with grocery delivery .Let’s start with emphasizing that I am visibly older lady . So first time in my life I was called  “ full of s...” by the delivery guy who worked for the company I paid ( actually overpaid ) to help me with grocery shopping in this crazy quarantine time I decided to use Instacart to get some usual stuff from Costco . I provided them entry code to our gated community . Shopping process by itself went smoothly, shopper named Patrick got all my items relatively quickly, I was informed that my items was “placed in temperature controlled compartment” and was about to be delivered Costco is about 7-10 minutes drive from my house . So in about 20 minutes I got a text from delivery guy “ where are you ?” I responded “ use a keypad by the gate to enter the code and I’ll let you in”He goes “ I don’t see no your address no keypad no nothing and  I don’t have your phone number “ I did provided my phone number on their website. I told him ok, I’ll go outside and meet you there Long story short , I finally found meet him outside . He was very angry , he told me I lied to him and I’m full of s... He was extremely rude I was stunned . Then I saw my grocery inside his dirty car just all over the seats , he didn’t even had them in the box ,  he gave me water I ordered but took it back (!) . He said it’s for somebody else , you didn’t pay for it ..I gave him bad review right away and demanded to contact me . I received only formal email respond sorry for whatever I contacted my credit card company and got instacart phone number from themBy the way There is no phone number on their website I called customer service ( there was no waiting ) with formal complaint I demanded to refund for tip and service fee They did delivered my water in an hour and offered me $10 credit on my next order But I won’t never ever use this service again And won’t recommend anybody to use it too It’s complete rip off and horrible delivery service"
Cancellation;Delivery Issues;Shopper Issues;Pricing;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ea8ad91086b64095442c60e,Carlton,1 star: Bad,BTW this is my first review i have ever…,"BTW this is my first review i have ever written! I cancelled my membership after only one use, because I believe FIRST impressions are the BEST! Shopping is not a difficult job. Due to my busy lifestyle and work schedule i was excited to find an app that i could have groceries delivered to my doorstep while i complete task at hand that i cannot do or having trouble finding time to do. My first impression was non satisfying. Three of my most important items were not delivered. My loaf of bread from the middle back was COMPLETELY smashed. I had someone else’s item as well. The time it took me to go out later that evening to get my items and getting on the app to figure out how to talk to someone about my issues was impossible and a huge waste of my time. No one reached out to me for the mistakes or even offered to have my missing items delivered to me. Instead i was just given a credit on my next order and the only reason i found that credit was because i was searching for a way to speak to someone. I had spoken by chat to someone before i had made the decision to give it a try (and have it saved) that the answer to my question said “Tip” did not mean an actually “Tip” to the shopper. It was a service charge in the “service fee” but the person i spoke with today (by the way, i had to get the number from my bank to call and speak with a representative, because no number or email to speak with anyone is listed in the settings.) told me today that the shopper was given a tip listed on the receipt. So the shopper got a $6.00 tip + the $5.00 tip i gave her. Horrible experience, waste of time, untrained shopper, and a lot of aggravation!  Would not recommend this service to anyone!"
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5ea897c4086b6409bc903b10,Darran Atrooshi,1 star: Bad,Awful - first and last time I will use them,"I ordered groceries via instacart for the first time today. Unfortunately, my delivery never made it to my house. The shopper delivered it to some random person's lawn. This is absolutely unacceptable. I thought that the prices were high enough as is, without actually never receiving any of the products I ordered makes it even worse. I will never use their platform again."
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5ea86d92086b6409bc9015c8,Charlie,1 star: Bad,Daughter bought groceries today and…,Daughter bought groceries today and used instacart for the first time.and Darion her delivery stole almost 60.00 worth of groceries out of the bags. This is from martins store in hagerstown
Customer Service;Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ea8680e086b640954428de6,Stephanie Kelman,1 star: Bad,Will never use again,"I had a terrible experience with ordering from Superstore through Instacart and wasted a lot of money. I will never order again with any supermarket using this company. I received many substitutions after clicking on NO SUBSTITUTIONS, as well as texting the person filling the order that I did not want any substitutions. I could not use any of the produce or product substitutions that I received and since I am a Senior I did not want to enter the store to take anything back. I am not even sure if anything can be returned right now. I emailed instacart, Loblaws customer service and sent a letter by mail to PC customer service with no response from anyone. I checked on reviews for instacart and 88% of those reviewing gave the company 1 star. If it was possible I would give them minus 10."
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5ea788eb086b64095441d2dc,kearstin joan,1 star: Bad,supervisor can go f*** himself,"HORRIBLE, HORRIBLE SERVICES!! my groceries were stolen five days ago and i reached out by email so i could get a refund & go to the grocery store since we are in the MIDDLE OF A PANDEMIC. supervisor- disrespectful man, wouldn’t listen, wouldn’t apologize, didn’t admit fault, and acted cocky as hell the whole time on the phone as if he was better. he also REFUSED to refund my money immediately so now here i am, my family out of groceries during the lock down!! i have a kid. this is obviously beyond frustrating. DO NOT USE INSTACART. THEY WILL STEAL FROM YOU AND SCAM YOU."
Pricing;Shopper Issues;Customer Service;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ea78396086b64095441d1b9,Angie Gilbert,1 star: Bad,I was so excited about this service,"I was so excited about this service until I received my bill. My actual bill from Safeway was $83.47, instacart charged me $119.10!!!  Such a complete rip off. They mark up items from the store at a tremendous rate.  I called their customer service and the rep responded that she gets these types of calls all the time and would be mad too. She didn’t reverse any changes of course. Stay far away, it’s ridiculous!!"
Shopper Issues;Cancellation;Theft;,https://ca.trustpilot.com/reviews/5ea74844086b6409bc8f3daf,Oksana,1 star: Bad,50 shades of Instacart,"Thirteen days ago we placed an order and waited patiently. This was supposed to be our hope to reduce risk of infection during this time. This morning of April 27th, I received an email stating that my order will arrived today at 5pm. Minutes before the order was expected to arrive, my order was canceled. After 13 days of waiting I need to go shopping, which is a risk every time. And my little boy was waiting for cereal all these 13 days. If you can’t complete or in their words “accept” the order than don’t make promises and waste people’s time."
Pricing;Shopper Issues;Wrong Product;Theft;,https://ca.trustpilot.com/reviews/5ea744f3086b6409bc8f3b95,Ed   Chicago,1 star: Bad,Be aware that Instacart adds a big…,"Be aware that Instacart adds a big premium to each individual price.     My delivery man showed me the receipt for the items  he bought for me at Costco.  It was for $29.54.     But instacart adds a substantial premium to the price of each and every item.   Their total was $36.34, which is about $6.80 more for the 6 items I bought.    Then they added 17.01 in service fees, delivery, and tips.   Plus an additional $3.35 in tax even though the items had already been taxed at Costco.  In the end I paid $55.71 for 29.54 worth of groceries.   Of course i understand they should make money for shopping and delivering but they are gouging the public.         They also added $44.00 for an item they did not deliver, but I was able to get that charge removed.  So high charges, extra fees, wrong order.     Stay away!"
Cancellation;Delivery Issues;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5ea73590086b6409bc8f3007,Dee,1 star: Bad,Horrible Experience. I encourage to consider buying local.,"First off, I understand. We are in the middle of a pandemic. Instacart and their shoppers are bombarded with orders. I used to do my own grocery shopping and then I sustained an ankle injury and am temporarily not able to walk without crutches. My issue comes with the delivery time promises. The scheduled delivery of my order was on a Thursday and it kept on being postponed several times that day. I have asked someone to help me put groceries away that day and the groceries never came. Instacart won't allow me to increase the tip as I have heard that tips are how they entice their shoppers do grocery orders and now they can cherry pick which grocery orders are more lucrative. So instacart compensates below legal cost of hourly pay and rely on their customers to provide a majority of the shoppers income. Quite unethical. Anyway, Sunday came and again, I receive a message that the delivery will be delayed... but good news... *it's expected to come today*... it didn't come, and no message thereafter, no updates or reschedule or even a cancellation, nothing. This is after chatting with customer representaives who don't complete the chat and answer or reply once then no replies after, so I'm not sure if they are AI. I finally got the option to speak to an agent and got my Instacart subscription and deliveries cancelled. The representative was apologetic and even notioned that it's a terrible company in her own ""discreet and not so discreet manner"" Unethical company, terrible service and communication... I ended up shopping local and provided a monetary donation to the volunteer legion workers who are doing deliveries for the community. Lesson learned."
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5ea6e5d4086b640954415fab,Tula,1 star: Bad,I do not recommend working for this…,I do not recommend working for this company it’s a BIGGG waist of time !! You can’t contact anybody and nobody can give you a complete answer on anything. Background checks takes forever especially when you have already received your shopper card . Very unorganized company !
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5ea5ff93086b64095440dfae,D. S.,1 star: Bad,Charged for something I did't ask for,"I placed an order and checked next two weeks in the scheduler. After their system confirmed on the order form exactly that, I received an order confirmation that said 'next two hours'.They charged me an extra $15. A few minutes later their shopper texted me saying that the items were out of stock and refunded me for the order less the extra $15. I contacted them telling them that I did not order two hour delivery and they would not even acknowledge my request. Hopefully my bank will stop payment instead."
Pricing;Shopper Issues;Customer Service;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ea5c2fb086b6409bc8e419b,Patricia Citlalli Anaya,1 star: Bad,Check your receipts!!,"I recently placed an order for Cotsco groceries for instcart and I was overcharged by over $54 on 2 products alone. Normally, I purchase organic food. The organic chicken and turkey I had requested was substituted for conventional, however they only increased the quantity purchased but did not change the type of meat purchased. Specifically, they charged me for 4.8 lbs of organic chicken tight at the organic price of 5.49 instead of the non organic price of 2.19 which i could see on the packaging of the conventional chicken thighs i received. Instead of charging me $16.45 which was the sticker price on the chicken, they charged me $41.23. The exact same thing happened to the turkey. Understanding mistakes happen, i reported the issue through the app, waited a few days and no response. Then i tried to call Instacart and they were not taking any calls. I then proceeded to email them and again no response. Eventually i contested the fee with bank and they quickly resolved the dispute since i had overwhelming evidence of the mistake. I then receive an email from instacart that my account is blocked because i contested the incorrect charge. I once again nicely responded and explained the situation and have not heard back from them.Companies like this disgust me. They could have easily owned up to their mistake and issued a refund. Except they hoped that i would forget and then penalized me for taking extraordinary measures to correct their fraud.Imagine how many households that don't necessarily look at the final receipt are scammed each and every day. Especially in today's environment when our parents and grandparents may be relying on companies like instacart to get basic supplies, we must ensure that companies act ethically.Has anyone had a similar experience with instacart? Let's get the word out so that legal action can be taken against their fraudulent behavior!!"
Pricing;Shopper Issues;Customer Service;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ea5b9a5086b6409bc8e3bbd,melissa abraham,1 star: Bad,Items are always missing when I place an order,Stop using Instacart. They make their money by stealing yours. Every time I place an order the driver misses an item and you can’t do anything about it. You report it but an agent never calls you. I’m going back to Amazon Prime Now. It’s more expensive but I always get what I ask for.
Bad Food Choices;Shopper Issues;Customer Service;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ea5b64b086b6409bc8e3978,Harriet,1 star: Bad,Due to COVID I decided to use Safeway…,"Due to COVID I decided to use Safeway Instacart, what a BIG Mistake!   I received things that I did not order, Did I forget the  ROTTEN bananas!   Now I need to go back to Safeway and return my items!  A VERY BAD EXPERIENCE AS WELL AS CUSTOMER SERVICE,  oops what customer service!!!!!!!"
Cancellation;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5ea591cd086b6409bc8e21c6,Jason Duehr,1 star: Bad,"Dishonest, unresponsive, and retalitory.","I have used instacart for months. They have terrible customer support. i have been charged for items not received and had to dispute with my credit card company to recover the funds. Instacart decided to cancel my membership and my order without notice.Do not recommend using them, most untrustworthy."
Delivery Issues;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5ea570e1086b6409bc8e0bc2,Kathryn Hosfeld,1 star: Bad,What a waste of time.....don`t even…,"What a waste of time.....don`t even bother! I was originally scheduled to recieve my order between 5-7 pm and they continued to push back the delivery time citing ""due to high demand"" issues. Kept receiving texts til delivery time was rescheduled to between 9:45-10:15 pm. No option to reschedule delivery time, I could only cancell order...which I did!Never again, will deal with a more reputable company for my next order."
Delivery Issues;Pricing;Shopper Issues;Customer Service;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5ea4c217086b6409bc8dcfeb,Fred Korzenieski,1 star: Bad,Insta cart for TOPPS grocery is BAAD,"Insta cart for TOPPS grocery is BAAD! Our first and only trial was because of the current covid virus. We thought it would be a way to spend less time inside the store. First of all it took an entire week to get a delivery time. Of course that meant we went from this weeks grocery ad into next weeks ad. Some of what was on sale this week, of course wasn’t on sale next week.Several items we ordered were substituted with more expensive items. In one case a $9.00 up charge for chicken from an on sale item to an expensive store brand. Another was for a major name brand mixed vegetable on sale to an expensive store brand and much worse quality. The I ordered caffeine free diet soft drink on sale and received regular soft drink not diet, ( all four six packs). When I called the local Topps store to complain, they told me they have nothing to do with insta cart. All shipments come from an inner city store. Further more, when I looked at the receipt, it was from some body else’s order and was fo $40.00 more than my order. When I tried calling the advertised phone number, nobody would answer. When I tried their advertised email, again no one would answer. NEVER AGAIN!"
Delivery Issues;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5ea4b8d5086b6409bc8dcd45,Quang Lam,1 star: Bad,Horrible business. Stay away if possible.,"Placed an order with them since they're the only option for Costco members. The shopper/driver could not enter the building so he left. I called him right after he just left (2min away from the building) but he told me that he would turn the groceries back to Costco and let them know about the issue so that they may schedule for a new delivery. Ok that's fine! However, I received a notification from Instacart later that day confirming that my order has been delivered and I found that Instacart has charged my card. I submitted the feedbacks and emailed their customer support team. Guess what? I received NO response after weeks. Only automatic emails received stating that my emails have been received and would be responded asap...I tried calling them but their customer service over phone has been disabled due to the pandemic??I waited for few days and sent another email warning them that I would file the dispute with my financial institution if I don't receive any response from them explaining what is going on. Still...no response at all. I finally ended up filing the dispute with my credit card company and got the fund back. Then, the Instacart deactivated my account and their Trust & Safety team emailed me asking me to remove the dispute?? I was like WTH? Still..I kindly responded to their email explaining what happened that have caused me to file the dispute and didnt forget to mention all the emails that I have sent to their support team which have never been responded to. And now, again, NO response at all and my account stay deactivated. I can't believe that Costco could be partner with them and let them power delivery services."
